20001;0
20002;0
20003;0
20004;0
20005;0
20006;6
20007;0
20008;0
20009;0
20010;0
20011;0
20012;0
20013;0
20014;0
20015;0
20016;0
20017;0
20018;0
20019;0
20020;0
20021;0
20022;0
20023;0
20024;0
20025;0
20026;0
20027;0
20028;0
20029;0
20030;0
20031;0
20032;0
20033;0
20034;0
20035;0
20036;0
20037;0
20038;0
20039;0
20040;0
20041;0
20042;0
20043;0
20044;0
20045;0
20046;0
20047;0
20048;0
20049;0
20050;0
20051;0
20052;0
20053;0
20054;0
20055;0
20056;0
20057;0
20058;0
20059;0
20060;0
20061;0
20062;0
20063;0
20064;0
20065;0
20066;0
20067;0
20068;0
20069;0
20070;0
20071;0
20072;0
20073;0
20074;0
20075;0
20076;0
20077;6
20078;0
20079;0
20080;0
20081;0
20082;0
20083;0
20084;0
20085;0
20086;0
20087;0
20088;0
20089;0
20090;0
20091;0
20092;0
20093;0
20094;0
20095;0
20096;0
20097;0
20098;0
20099;0
20100;0
20101;0
20102;0
20103;0
20104;0
20105;0
20106;0
20107;0
20108;0
20109;0
20110;0
20111;0
20112;0
20113;0
20114;0
20115;0
20116;0
20117;0
20118;0
20119;0
20120;0
20121;0
20122;0
20123;0
20124;0
20125;6
20126;0
20127;0
20128;0
20129;0
20130;0
20131;0
20132;0
20133;0
20134;0
20135;0
20136;0
20137;0
20138;0
20139;0
20140;5
20141;0
20142;0
20143;0
20144;0
20145;0
20146;0
20147;0
20148;0
20149;0
20150;0
20151;0
20152;0
20153;0
20154;0
20155;0
20156;0
20157;0
20158;0
20159;0
20160;0
20161;0
20162;0
20163;0
20164;0
20165;0
20166;0
20167;0
20168;0
20169;0
20170;0
20171;0
20172;0
20173;0
20174;0
20175;0
20176;0
20177;0
20178;0
20179;0
20180;0
20181;0
20182;0
20183;0
20184;0
20185;0
20186;0
20187;0
20188;0
20189;0
20190;0
20191;0
20192;0
20193;0
20194;0
20195;0
20196;0
20197;0
20198;0
20199;0
20200;0
20201;1
20202;1
20203;1
20204;1
20205;1
20206;1
20207;1
20208;1
20209;1
20210;1
20211;1
20212;1
20213;1
20214;1
20215;1
20216;1
20217;1
20218;1
20219;1
20220;1
20221;1
20222;1
20223;1
20224;1
20225;1
20226;1
20227;1
20228;1
20229;1
20230;1
20231;1
20232;1
20233;1
20234;1
20235;1
20236;1
20237;1
20238;1
20239;1
20240;1
20241;1
20242;1
20243;1
20244;1
20245;1
20246;1
20247;1
20248;1
20249;1
20250;1
20251;1
20252;1
20253;1
20254;1
20255;1
20256;1
20257;1
20258;1
20259;1
20260;1
20261;1
20262;1
20263;1
20264;1
20265;1
20266;1
20267;1
20268;1
20269;1
20270;1
20271;1
20272;1
20273;1
20274;1
20275;1
20276;1
20277;1
20278;1
20279;1
20280;1
20281;1
20282;1
20283;1
20284;1
20285;1
20286;1
20287;1
20288;1
20289;1
20290;1
20291;1
20292;1
20293;1
20294;1
20295;1
20296;1
20297;1
20298;1
20299;1
20300;1
20301;1
20302;1
20303;1
20304;1
20305;1
20306;1
20307;1
20308;1
20309;1
20310;1
20311;1
20312;1
20313;1
20314;1
20315;1
20316;1
20317;1
20318;1
20319;1
20320;1
20321;1
20322;1
20323;1
20324;1
20325;1
20326;1
20327;1
20328;1
20329;1
20330;1
20331;1
20332;1
20333;1
20334;1
20335;1
20336;1
20337;1
20338;1
20339;1
20340;1
20341;1
20342;1
20343;1
20344;1
20345;1
20346;1
20347;1
20348;1
20349;1
20350;1
20351;1
20352;1
20353;1
20354;1
20355;1
20356;1
20357;1
20358;1
20359;1
20360;1
20361;1
20362;1
20363;1
20364;1
20365;1
20366;1
20367;1
20368;1
20369;1
20370;1
20371;1
20372;1
20373;1
20374;1
20375;1
20376;1
20377;1
20378;1
20379;1
20380;1
20381;1
20382;1
20383;1
20384;1
20385;1
20386;1
20387;1
20388;1
20389;1
20390;1
20391;1
20392;1
20393;1
20394;1
20395;1
20396;1
20397;1
20398;1
20399;1
20400;1
20401;2
20402;1
20403;2
20404;2
20405;2
20406;2
20407;2
20408;2
20409;2
20410;2
20411;2
20412;2
20413;2
20414;2
20415;2
20416;2
20417;2
20418;2
20419;2
20420;2
20421;2
20422;2
20423;1
20424;2
20425;2
20426;9
20427;1
20428;2
20429;2
20430;2
